Sagarawat Electricals,,,,,
List of Items,,,,,
Name,Parent Group,Unit,Price,Disc,Nett
LEGRAND DX3 MCB DP40A 408637,DX3 & MCCB,Nos,2316,48,1204.32
LEGRAND DX3 MCB DP63A 408639,DX3 & MCCB,Nos,2316,48,1204.32
LEGRAND DX3 MCB FP16A 408696,DX3 & MCCB,Nos,3243,48,1686.36
LEGRAND DX3 MCB FP25A 408698,DX3 & MCCB,Nos,3243,48,1686.36
LEGRAND DX3 MCB FP32A 408699,DX3 & MCCB,Nos,3243,48,1686.36
LEGRAND DX3 MCB FP40A 408700,DX3 & MCCB,Nos,4614,48,2399.28
LEGRAND DX3 MCB FP63A 408702,DX3 & MCCB,Nos,4614,48,2399.28
LEGRAND DX3 MCB SP  6A 408587,DX3 & MCCB,Nos,449,48,233.48
LEGRAND DX3 MCB SP10A 408590,DX3 & MCCB,Nos,449,48,233.48
LEGRAND DX3 MCB SP16A 408592,DX3 & MCCB,Nos,449,48,233.48
LEGRAND DX3 MCB SP20A 408593,DX3 & MCCB,Nos,449,48,233.48
LEGRAND DX3 MCB SP25A 408594,DX3 & MCCB,Nos,449,48,233.48
LEGRAND DX3 MCB SP32A 408595,DX3 & MCCB,Nos,449,48,233.48
LEGRAND DX3 MCB SP63A 408598,DX3 & MCCB,Nos,1026,48,533.52
LEGRAND DX3 MCB TP 6A 408650,DX3 & MCCB,Nos,2387,48,1241.24
LEGRAND DX3 MCB TP10A 408653,DX3 & MCCB,Nos,2387,48,1241.24
LEGRAND DX3 MCB TP16A 408655,DX3 & MCCB,Nos,2387,48,1241.24
LEGRAND DX3 MCB TP20A 408656,DX3 & MCCB,Nos,2387,48,1241.24
LEGRAND DX3 MCB TP25A 408657,DX3 & MCCB,Nos,2387,48,1241.24
LEGRAND DX3 MCB TP32A 408658,DX3 & MCCB,Nos,2387,48,1241.24
LEGRAND DX3 MCB TP40A 408659,DX3 & MCCB,Nos,3623,48,1883.96
LEGRAND DX3 MCB TP63A 408661,DX3 & MCCB,Nos,3623,48,1883.96
LEGRAND DX3 RCBO DP16A  30MA 411324,DX3 & MCCB,Nos,5812,48,3022.24
LEGRAND DX3 RCBO DP25A 100MA 411332,DX3 & MCCB,Nos,6991,48,3635.32
LEGRAND DX3 RCCB DP25A 300MA 411861,DX3 & MCCB,Nos,5114,48,2659.28
LEGRAND DX3 RCCB DP25A 30MA 411851,DX3 & MCCB,Nos,4565,48,2373.8
LEGRAND DX3 RCCB DP40A 100MA 411857,DX3 & MCCB,Nos,5807,25,4355.25
LEGRAND DX3 RCCB DP63A 100MA 411858,DX3 & MCCB,Nos,6914,48,3595.28
LEGRAND DX3 RCCB DP63A 30MA 411853,DX3 & MCCB,Nos,6515,48,3387.8
LEGRAND DX3 RCCB FP25A  30MA 411876,DX3 & MCCB,Nos,6451,48,3354.52
LEGRAND DX3 RCCB FP25A 100MA 411881,DX3 & MCCB,Nos,6802,48,3537.04
LEGRAND DX3 RCCB FP25A 300MA 411886,DX3 & MCCB,Nos,7006,48,3643.12
LEGRAND DX3 RCCB FP40A 100MA 411882,DX3 & MCCB,Nos,6882,48,3578.64
LEGRAND DX3 RCCB FP40A 300MA 411887,DX3 & MCCB,Nos,6451,48,3354.52
LEGRAND DX3 RCCB FP40A 30MA 411877,DX3 & MCCB,Nos,6613,48,3438.76
LEGRAND DX3 RCCB FP63A 100MA 411883,DX3 & MCCB,Nos,8094,48,4208.88
LEGRAND DX3 RCCB FP63A 300MA 411888,DX3 & MCCB,Nos,8122,48,4223.44
LEGRAND DX3 RCCB FP63A 30MA 411878,DX3 & MCCB,Nos,7357,48,3825.64
LEGRAND EDB SPN DD  8W 507611,DX3 & MCCB,Nos,3597,48,1870.44
LEGRAND EDB SPN DD 12W 507612,DX3 & MCCB,Nos,4322,48,2247.44
LEGRAND EDB SPN DD 16W 507613,DX3 & MCCB,Nos,5415,48,2815.8
LEGRAND EDB SPN DD 20W 507615,DX3 & MCCB,Nos,6573,48,3417.96
LEGRAND EDB TPN DD  4W 507670,DX3 & MCCB,Nos,7335,48,3814.2
LEGRAND EDB TPN DD  6W 507671,DX3 & MCCB,Nos,8841,48,4597.32
LEGRAND EDB TPN DD  8W 507672,DX3 & MCCB,Nos,10593,48,5508.36
LEGRAND EDB VTPN DD  4W 507725 63A,DX3 & MCCB,Nos,17350,48,9022
LEGRAND EDB VTPN DD  4W 507745,DX3 & MCCB,Nos,21185,48,11016.2
LEGRAND EDB VTPN DD  6W 507726 63A,DX3 & MCCB,Nos,19215,48,9991.8
LEGRAND EDB VTPN DD  6W 507746,DX3 & MCCB,Nos,24044,48,12502.88
LEGRAND EDB VTPN DD  8W 507727 63A,DX3 & MCCB,Nos,22365,48,11629.8
LEGRAND EDB VTPN DD  8W 507747,DX3 & MCCB,Nos,26489,48,13774.28
LEGRAND EDB VTPN DD 12W 507748,DX3 & MCCB,Nos,36113,48,18778.76
LEGRAND FLEXY DB 2 ROW 14M 507705,DX3 & MCCB,Nos,9362,40,5617.2
LEGRAND FLEXY DB 3 X14M DPX 160A 507712,DX3 & MCCB,Nos,12881,40,7728.6
LEGRAND FLEXY DB 4 ROW  8M 507714,DX3 & MCCB,Nos,10351,40,6210.6
LEGRAND FLEXY DB 4 ROW 14M 507707,DX3 & MCCB,Nos,12133,40,7279.8
LEGRAND HOTEL/HOSPITALITY MECHANISM,ARTEOR,Nos,300,55,135
LEGRAND LYNCUS BR SIL PLATE  1M 677541,LEGRAND LYNCUS,Nos,224,54,103.04
LEGRAND LYNCUS BR SIL PLATE  2M 677542,LEGRAND LYNCUS,Nos,224,54,103.04
LEGRAND LYNCUS BR SIL PLATE  3M 677543,LEGRAND LYNCUS,Nos,322,54,148.12
LEGRAND LYNCUS BR SIL PLATE  4M 677544,LEGRAND LYNCUS,Nos,332,54,152.72
LEGRAND LYNCUS BR SIL PLATE  6M 677546,LEGRAND LYNCUS,Nos,426,54,195.96
LEGRAND LYNCUS BR SIL PLATE  8MHZ 677548,LEGRAND LYNCUS,Nos,552,54,253.92
LEGRAND LYNCUS BR SIL PLATE  8MSQ 677549,LEGRAND LYNCUS,Nos,552,54,253.92
LEGRAND LYNCUS BR SIL PLATE 12M 677552,LEGRAND LYNCUS,Nos,790,54,363.4
LEGRAND LYNCUS BR SIL PLATE 16M 677556,LEGRAND LYNCUS,Nos,914,54,420.44
LEGRAND LYNCUS BR SIL PLATE 18M 677558,LEGRAND LYNCUS,Nos,1244,54,572.24
LEGRAND LYNCUS CHAMP PLATE  1M 677581,LEGRAND LYNCUS,Nos,220,54,101.2
LEGRAND LYNCUS CHAMP PLATE  2M 677582,LEGRAND LYNCUS,Nos,220,54,101.2
LEGRAND LYNCUS CHAMP PLATE  3M 677583,LEGRAND LYNCUS,Nos,304,54,139.84
LEGRAND LYNCUS CHAMP PLATE  4M 677584,LEGRAND LYNCUS,Nos,330,54,151.8
LEGRAND LYNCUS CHAMP PLATE  6M 677586,LEGRAND LYNCUS,Nos,418,54,192.28
LEGRAND LYNCUS CHAMP PLATE  8MHZ 677588,LEGRAND LYNCUS,Nos,540,54,248.4
LEGRAND LYNCUS CHAMP PLATE  8MSQ 677589,LEGRAND LYNCUS,Nos,544,54,250.24
LEGRAND LYNCUS CHAMP PLATE 12M 677592,LEGRAND LYNCUS,Nos,768,54,353.28
LEGRAND LYNCUS CHAMP PLATE 16M 677596,LEGRAND LYNCUS,Nos,888,54,408.48
LEGRAND LYNCUS CHAMP PLATE 18M 677598,LEGRAND LYNCUS,Nos,1220,54,561.2
LEGRAND LYNCUS GR BELL PUSH 1M 677420,LEGRAND LYNCUS,Nos,250,54,115
LEGRAND LYNCUS GR BELL PUSH 2M 677422,LEGRAND LYNCUS,Nos,334,54,153.64
LEGRAND LYNCUS GR BLANK PLATE 677476,LEGRAND LYNCUS,Nos,58,54,26.68
LEGRAND LYNCUS GR BLUETOOTH REC. 677499,LEGRAND LYNCUS,Nos,6941,54,3192.86
LEGRAND LYNCUS GR DIMMER REG 1M 677436,LEGRAND LYNCUS,Nos,854,54,392.84
LEGRAND LYNCUS GR DP SWITCH 20A 677414,LEGRAND LYNCUS,Nos,588,54,270.48
LEGRAND LYNCUS GR DP SWITCH 32A 677417,LEGRAND LYNCUS,Nos,794,54,365.24
LEGRAND LYNCUS GR FAN REG 1M 677439,LEGRAND LYNCUS,Nos,788,54,362.48
LEGRAND LYNCUS GR FAN REG 2M 677440,LEGRAND LYNCUS,Nos,970,54,446.2
LEGRAND LYNCUS GR HDMI SOCKET 1M 677468,LEGRAND LYNCUS,Nos,2438,54,1121.48
LEGRAND LYNCUS GR LAN CAT-6 JACK 677465,LEGRAND LYNCUS,Nos,892,54,410.32
LEGRAND LYNCUS GR REMOTE SET 4M 677452,LEGRAND LYNCUS,Nos,5602,54,2576.92
LEGRAND LYNCUS GR SKRT LIGHT 3M 677448,LEGRAND LYNCUS,Nos,752,54,345.92
LEGRAND LYNCUS GR SOCKET  6A 677428,LEGRAND LYNCUS,Nos,330,54,151.8
LEGRAND LYNCUS GR SOCKET  6A 677435 - N,LEGRAND LYNCUS,Nos,232,54,106.72
LEGRAND LYNCUS GR SOCKET 13A 677427,LEGRAND LYNCUS,Nos,427,54,196.42
LEGRAND LYNCUS GR SOCKET 16A 677430,LEGRAND LYNCUS,Nos,474,54,218.04
LEGRAND LYNCUS GR SOCKET 25A 677432,LEGRAND LYNCUS,Nos,430,54,197.8
LEGRAND LYNCUS GR SOCKET 3M 16A 677429,LEGRAND LYNCUS,Nos,564,54,259.44
LEGRAND LYNCUS GR SWITCH  6A  677400,LEGRAND LYNCUS,Nos,118,55,53.1
LEGRAND LYNCUS GR SWITCH  6A 2W 677401,LEGRAND LYNCUS,Nos,236,54,108.56
LEGRAND LYNCUS GR SWITCH 10A 2M 677408,LEGRAND LYNCUS,Nos,372,54,171.12
LEGRAND LYNCUS GR SWITCH 16A 2W 677410,LEGRAND LYNCUS,Nos,334,54,153.64
LEGRAND LYNCUS GR SWITCH 16A 677409,LEGRAND LYNCUS,Nos,260,54,119.6
LEGRAND LYNCUS GR SWITCH 16A IND. 677411,LEGRAND LYNCUS,Nos,346,54,159.16
LEGRAND LYNCUS GR TELE. SOCKET 1M 677462,LEGRAND LYNCUS,Nos,246,54,113.16
LEGRAND LYNCUS GR TV SOCKET 1M 677460,LEGRAND LYNCUS,Nos,262,54,120.52
LEGRAND LYNCUS GR TWO PIN SOCKET 677425,LEGRAND LYNCUS,Nos,410,54,188.6
LEGRAND LYNCUS GR USB CHARGER 1M 677491,LEGRAND LYNCUS,Nos,1540,54,708.4
LEGRAND LYNCUS GR USB CHARGER 2M 677489,LEGRAND LYNCUS,Nos,3480,54,1600.8
LEGRAND LYNCUS GREY PLATE  1M 677521,LEGRAND LYNCUS,Nos,218,54,100.28
LEGRAND LYNCUS GREY PLATE  2M 677522,LEGRAND LYNCUS,Nos,218,54,100.28
LEGRAND LYNCUS GREY PLATE  3M 677523,LEGRAND LYNCUS,Nos,304,54,139.84
LEGRAND LYNCUS GREY PLATE  4M 677524,LEGRAND LYNCUS,Nos,322,54,148.12
LEGRAND LYNCUS GREY PLATE  6M 677526,LEGRAND LYNCUS,Nos,396,54,182.16
LEGRAND LYNCUS GREY PLATE  8MHZ 677528,LEGRAND LYNCUS,Nos,540,54,248.4
LEGRAND LYNCUS GREY PLATE  8MSQ 677529,LEGRAND LYNCUS,Nos,540,54,248.4
LEGRAND LYNCUS GREY PLATE 12M 677532,LEGRAND LYNCUS,Nos,754,54,346.84
LEGRAND LYNCUS GREY PLATE 16M 677536,LEGRAND LYNCUS,Nos,868,54,399.28
LEGRAND LYNCUS GREY PLATE 18M 677538,LEGRAND LYNCUS,Nos,1184,54,544.64
LEGRAND LYNCUS WH BELL PUSH 1M 677220,LEGRAND LYNCUS,Nos,216,54,99.36
LEGRAND LYNCUS WH BELL PUSH 2M 677222,LEGRAND LYNCUS,Nos,290,54,133.4
LEGRAND LYNCUS WH BLANK PLATE 677276,LEGRAND LYNCUS,Nos,54,54,24.84
LEGRAND LYNCUS WH BLUETOOTH REC 677299,LEGRAND LYNCUS,Nos,6033,54,2775.18
LEGRAND LYNCUS WH BUZZER 1M 677250,LEGRAND LYNCUS,Nos,752,54,345.92
LEGRAND LYNCUS WH DIMMER REG 1M 677236,LEGRAND LYNCUS,Nos,742,54,341.32
LEGRAND LYNCUS WH DIMMER REG 2M 677237,LEGRAND LYNCUS,Nos,952,54,437.92
LEGRAND LYNCUS WH DND MMR INT 677257,LEGRAND LYNCUS,Nos,386,54,177.56
LEGRAND LYNCUS WH DP SWITCH 32A 677217,LEGRAND LYNCUS,Nos,690,54,317.4
LEGRAND LYNCUS WH FAN REG 1M 677239,LEGRAND LYNCUS,Nos,680,54,312.8
LEGRAND LYNCUS WH FAN REG 2M 677240,LEGRAND LYNCUS,Nos,844,54,388.24
LEGRAND LYNCUS WH HDMI SOCKET 1M 677268,LEGRAND LYNCUS,Nos,2121,54,975.66
LEGRAND LYNCUS WH INDICATOR 677287,LEGRAND LYNCUS,Nos,628,54,288.88
LEGRAND LYNCUS WH IR SENSOR 677251,LEGRAND LYNCUS,Nos,1714,54,788.44
LEGRAND LYNCUS WH KEYCARD SW. 16A 677253,LEGRAND LYNCUS,Nos,4150,54,1909
LEGRAND LYNCUS WH LAN JACK RJ45 677265,LEGRAND LYNCUS,Nos,740,54,340.4
LEGRAND LYNCUS WH MCB SP 16A 1M 677281,LEGRAND LYNCUS,Nos,546,54,251.16
LEGRAND LYNCUS WH MCB SP 20A 1M 677282,LEGRAND LYNCUS,Nos,546,54,251.16
LEGRAND LYNCUS WH MCB SP 32A 1M 677283,LEGRAND LYNCUS,Nos,546,54,251.16
LEGRAND LYNCUS WH PLATE  1M 677501,LEGRAND LYNCUS,Nos,170,54,78.2
LEGRAND LYNCUS WH PLATE  2M 677502,LEGRAND LYNCUS,Nos,170,54,78.2
LEGRAND LYNCUS WH PLATE  3M 677503,LEGRAND LYNCUS,Nos,218,54,100.28
LEGRAND LYNCUS WH PLATE  4M 677504,LEGRAND LYNCUS,Nos,254,54,116.84
LEGRAND LYNCUS WH PLATE  6M 677506,LEGRAND LYNCUS,Nos,308,54,141.68
LEGRAND LYNCUS WH PLATE  8MHZ 677508,LEGRAND LYNCUS,Nos,394,54,181.24
LEGRAND LYNCUS WH PLATE  8MSQ 677509,LEGRAND LYNCUS,Nos,412,54,189.52
LEGRAND LYNCUS WH PLATE 12M 677512,LEGRAND LYNCUS,Nos,574,54,264.04
LEGRAND LYNCUS WH PLATE 16M 677516,LEGRAND LYNCUS,Nos,668,54,307.28
LEGRAND LYNCUS WH PLATE 18M 677518,LEGRAND LYNCUS,Nos,902,54,414.92
LEGRAND LYNCUS WH READING LGT 2M 677316,LEGRAND LYNCUS,Nos,2524,54,1161.04
LEGRAND LYNCUS WH REMOTE ONLY 677303,LEGRAND LYNCUS,Nos,838,54,385.48
LEGRAND LYNCUS WH REMOTE SET 4M 677252,LEGRAND LYNCUS,Nos,5218,54,2400.28
LEGRAND LYNCUS WH SKIRTING LGT 3M 677248,LEGRAND LYNCUS,Nos,666,54,306.36
LEGRAND LYNCUS WH SOCKET  6A (N) 677235,LEGRAND LYNCUS,Nos,202,54,92.92
LEGRAND LYNCUS WH SOCKET  6A 677228,LEGRAND LYNCUS,Nos,287,54,132.02
LEGRAND LYNCUS WH SOCKET 13A 677227,LEGRAND LYNCUS,Nos,367,54,168.82
LEGRAND LYNCUS WH SOCKET 16A 677230,LEGRAND LYNCUS,Nos,410,54,188.6
LEGRAND LYNCUS WH SOCKET 25A 677232,LEGRAND LYNCUS,Nos,366,54,168.36
LEGRAND LYNCUS WH SPEAKER 677298,LEGRAND LYNCUS,Nos,2741,54,1260.86
LEGRAND LYNCUS WH STARTER 25A 2M 677272,LEGRAND LYNCUS,Nos,920,54,423.2
LEGRAND LYNCUS WH SWITCH  6A  677200,LEGRAND LYNCUS,Nos,98,55,44.1
LEGRAND LYNCUS WH SWITCH  6A 2W 677201,LEGRAND LYNCUS,Nos,204,54,93.84
LEGRAND LYNCUS WH SWITCH 16A 2W 677210,LEGRAND LYNCUS,Nos,290,54,133.4
LEGRAND LYNCUS WH SWITCH 16A 677209,LEGRAND LYNCUS,Nos,236,54,108.56
LEGRAND LYNCUS WH SWITCH 16A IND 677211,LEGRAND LYNCUS,Nos,300,54,138
LEGRAND LYNCUS WH SWITCH 20A DP 677214,LEGRAND LYNCUS,Nos,512,54,235.52
LEGRAND LYNCUS WH TELE JACK RJ11 677262,LEGRAND LYNCUS,Nos,216,54,99.36
LEGRAND LYNCUS WH TOUCH BELL PUSH 677306,LEGRAND LYNCUS,Nos,3762,54,1730.52
LEGRAND LYNCUS WH TV SOCKET 1M 677260,LEGRAND LYNCUS,Nos,230,54,105.8
LEGRAND LYNCUS WH TWIN USB 3M 677294,LEGRAND LYNCUS,Nos,3330,54,1531.8
LEGRAND LYNCUS WH TWO PIN SOCKET 677225,LEGRAND LYNCUS,Nos,330,54,151.8
LEGRAND LYNCUS WH USB CHARGER 1M 677291,LEGRAND LYNCUS,Nos,1356,54,623.76
LEGRAND LYNCUS WH USB CHARGER 2M 677289,LEGRAND LYNCUS,Nos,3028,54,1392.88
LEGRAND MCB BOX 4/6 Way,LEGRAND,Nos,160,,160
LEGRAND MCCB DB DRX 507805,DX3 & MCCB,Nos,3370,30,2359
LEGRAND MCCB ENCL. DPX3-160 507801,DX3 & MCCB,Nos,6242,40,3745.2
LEGRAND MCCB ENCL. DPX3-250 507802,DX3 & MCCB,Nos,10976,40,6585.6
LEGRAND METAL BOX  2M 689060,LEGRAND BRITZY,Nos,88,45,48.4
LEGRAND METAL BOX  3M 689061,LEGRAND BRITZY,Nos,116,45,63.8
LEGRAND METAL BOX  4M 689062,LEGRAND BRITZY,Nos,140,45,77
LEGRAND METAL BOX  6M 689063,LEGRAND BRITZY,Nos,222,45,122.1
LEGRAND METAL BOX  8M HZ 689065,LEGRAND BRITZY,Nos,278,45,152.9
LEGRAND METAL BOX  8M SQ 689064,LEGRAND BRITZY,Nos,278,45,152.9
LEGRAND METAL BOX 12M 689066,LEGRAND BRITZY,Nos,386,45,212.3
LEGRAND METAL BOX 16M 689067,LEGRAND BRITZY,Nos,436,45,239.8
LEGRAND METAL BOX 18M 689068,LEGRAND BRITZY,Nos,498,45,273.9
LEGRAND METAL FLS MOUNTING BOX 3M 054000,DX3 & MCCB,Nos,408,25,306
LEGRAND METAL FLS MOUNTING BOX 4M 054001,DX3 & MCCB,Nos,540,25,405
LEGRAND MYLINC DRK BR PLATE  2M 676391,LEGRAND MYLINC,Nos,230,60,92
LEGRAND MYLINC DRK BR PLATE  3M 676392,LEGRAND MYLINC,Nos,304,60,121.6
LEGRAND MYLINC DRK BR PLATE  4M 676393,LEGRAND MYLINC,Nos,332,60,132.8
LEGRAND MYLINC DRK BR PLATE  6M 676394,LEGRAND MYLINC,Nos,436,60,174.4
LEGRAND MYLINC DRK BR PLATE  8MHZ 676395,LEGRAND MYLINC,Nos,550,60,220
LEGRAND MYLINC DRK BR PLATE  8MSQ 676396,LEGRAND MYLINC,Nos,562,60,224.8
LEGRAND MYLINC DRK BR PLATE 12M 676398,LEGRAND MYLINC,Nos,794,60,317.6
LEGRAND MYLINC DRK BR PLATE 18M 676399,LEGRAND MYLINC,Nos,1244,60,497.6
LEGRAND MYLINC MG BELL PUSH 1M 676304,LEGRAND MYLINC,Nos,256,60,102.4
LEGRAND MYLINC MG BELL PUSH 2M 676306,LEGRAND MYLINC,Nos,520,60,208
LEGRAND MYLINC MG BLANK PLATE 676349,LEGRAND MYLINC,Nos,72,60,28.8
LEGRAND MYLINC MG BUZZER 1M 676321,LEGRAND MYLINC,Nos,964,60,385.6
LEGRAND MYLINC MG DIMMER 1M 676318,LEGRAND MYLINC,Nos,1220,60,488
LEGRAND MYLINC MG DND MMR EXT 676342,LEGRAND MYLINC,Nos,540,60,216
LEGRAND MYLINC MG DND MMR INT 676323,LEGRAND MYLINC,Nos,472,60,188.8
LEGRAND MYLINC MG FAN REG 1M 676320,LEGRAND MYLINC,Nos,868,60,347.2
LEGRAND MYLINC MG FAN REG 2M 676319,LEGRAND MYLINC,Nos,1166,60,466.4
LEGRAND MYLINC MG FAN REG 2M-8S 676308,LEGRAND MYLINC,Nos,1162,60,464.8
LEGRAND MYLINC MG INDICATOR 676314,LEGRAND MYLINC,Nos,356,60,142.4
LEGRAND MYLINC MG KEY FOB SWITCH 676324,LEGRAND MYLINC,Nos,4960,60,1984
LEGRAND MYLINC MG LAN JACK RJ-45 676340,LEGRAND MYLINC,Nos,924,60,369.6
LEGRAND MYLINC MG LIGHT DIMMER 2M 676317,LEGRAND MYLINC,Nos,958,60,383.2
LEGRAND MYLINC MG MCB SP 16A 1M 676346,LEGRAND MYLINC,Nos,628,60,251.2
LEGRAND MYLINC MG ONLY KEY FOB 673038,LEGRAND MYLINC,Nos,298,60,119.2
LEGRAND MYLINC MG PLATE  1M 676350,LEGRAND MYLINC,Nos,242,60,96.8
LEGRAND MYLINC MG PLATE  2M 676351,LEGRAND MYLINC,Nos,242,60,96.8
LEGRAND MYLINC MG PLATE  3M 676352,LEGRAND MYLINC,Nos,340,60,136
LEGRAND MYLINC MG PLATE  4M 676353,LEGRAND MYLINC,Nos,358,60,143.2
LEGRAND MYLINC MG PLATE  6M 676354,LEGRAND MYLINC,Nos,456,60,182.4
LEGRAND MYLINC MG PLATE  8MHZ 676355,LEGRAND MYLINC,Nos,588,60,235.2
LEGRAND MYLINC MG PLATE  8MSQ 676356,LEGRAND MYLINC,Nos,602,60,240.8
LEGRAND MYLINC MG PLATE 12M 676358,LEGRAND MYLINC,Nos,854,60,341.6
LEGRAND MYLINC MG PLATE 18M 676359,LEGRAND MYLINC,Nos,1354,60,541.6
LEGRAND MYLINC MG REMOTE UNIT 4M 676347,LEGRAND MYLINC,Nos,5908,60,2363.2
LEGRAND MYLINC MG SKRT LIGHT 2M 676310,LEGRAND MYLINC,Nos,770,60,308
LEGRAND MYLINC MG SKRT LIGHT 3M 676316,LEGRAND MYLINC,Nos,1142,60,456.8
LEGRAND MYLINC MG SOCKET 16A 676305,LEGRAND MYLINC,Nos,512,60,204.8
LEGRAND MYLINC MG SOCKET 6A NEW 676327,LEGRAND MYLINC,Nos,344,60,137.6
LEGRAND MYLINC MG SOCKET M. STAND 676330,LEGRAND MYLINC,Nos,435,60,174
LEGRAND MYLINC MG STARTER 2M 676338,LEGRAND MYLINC,Nos,,60,
LEGRAND MYLINC MG SWITCH  6A 1W 676301,LEGRAND MYLINC,Nos,132,60,52.8
LEGRAND MYLINC MG SWITCH  6A 2W 676302,LEGRAND MYLINC,Nos,244,60,97.6
LEGRAND MYLINC MG SWITCH 16A 1W 676313,LEGRAND MYLINC,Nos,380,60,152
LEGRAND MYLINC MG SWITCH 16A 2W 676312,LEGRAND MYLINC,Nos,350,60,140
LEGRAND MYLINC MG SWITCH 16A 676311,LEGRAND MYLINC,Nos,380,60,152
LEGRAND MYLINC MG SWITCH 32A DP 676326,LEGRAND MYLINC,Nos,850,60,340
LEGRAND MYLINC MG TELE JACK RJ-11 676333,LEGRAND MYLINC,Nos,270,60,108
LEGRAND MYLINC MG TV SOCKET 676332,LEGRAND MYLINC,Nos,302,60,120.8
LEGRAND MYLINC MG TWO PIN SOCKET 676329,LEGRAND MYLINC,Nos,427,60,170.8
LEGRAND MYLINC MG USB CHARGER 1M 676343,LEGRAND MYLINC,Nos,1296,60,518.4
LEGRAND MYLINC MG USB CHARGER 2M 676344,LEGRAND MYLINC,Nos,1986,60,794.4
LEGRAND MYLINC SL ALU PLATE  1M 676380,LEGRAND MYLINC,Nos,230,60,92
LEGRAND MYLINC SL ALU PLATE  2M 676381,LEGRAND MYLINC,Nos,230,60,92
LEGRAND MYLINC SL ALU PLATE  3M 676382,LEGRAND MYLINC,Nos,304,60,121.6
LEGRAND MYLINC SL ALU PLATE  4M 676383,LEGRAND MYLINC,Nos,332,60,132.8
LEGRAND MYLINC SL ALU PLATE  6M 676384,LEGRAND MYLINC,Nos,436,60,174.4
LEGRAND MYLINC SL ALU PLATE  8MHZ 676385,LEGRAND MYLINC,Nos,550,60,220
LEGRAND MYLINC SL ALU PLATE  8MSQ 676386,LEGRAND MYLINC,Nos,562,60,224.8
LEGRAND MYLINC SL ALU PLATE  9M 676387,LEGRAND MYLINC,Nos,644,60,257.6
LEGRAND MYLINC SL ALU PLATE 12M 676388,LEGRAND MYLINC,Nos,794,60,317.6
LEGRAND MYLINC SL ALU PLATE 18M 676389,LEGRAND MYLINC,Nos,1244,60,497.6
LEGRAND MYLINC WH BELL PUSH 1M 675504,LEGRAND MYLINC,Nos,236,60,94.4
LEGRAND MYLINC WH BELL PUSH 2M 675506,LEGRAND MYLINC,Nos,468,60,187.2
LEGRAND MYLINC WH BLANK PLATE 675590,LEGRAND MYLINC,Nos,64,60,25.6
LEGRAND MYLINC WH BUZZER 1M 675540,LEGRAND MYLINC,Nos,786,60,314.4
LEGRAND MYLINC WH FAN REG 1M 675531,LEGRAND MYLINC,Nos,794,60,317.6
LEGRAND MYLINC WH FAN REG 2M-8S 675977,LEGRAND MYLINC,Nos,1062,60,424.8
LEGRAND MYLINC WH FAN REG 2M-ROT 675964,LEGRAND MYLINC,Nos,986,60,394.4
LEGRAND MYLINC WH INDICATOR 675595,LEGRAND MYLINC,Nos,326,60,130.4
LEGRAND MYLINC WH LAN JACK RJ45 675967,LEGRAND MYLINC,Nos,818,60,327.2
LEGRAND MYLINC WH LIGHT DIMMER 1M 675533,LEGRAND MYLINC,Nos,1102,60,440.8
LEGRAND MYLINC WH MCB SP 16A 1M 675974,LEGRAND MYLINC,Nos,562,60,224.8
LEGRAND MYLINC WH PLATE  1M 675561,LEGRAND MYLINC,Nos,186,60,74.4
LEGRAND MYLINC WH PLATE  2M 675562,LEGRAND MYLINC,Nos,186,60,74.4
LEGRAND MYLINC WH PLATE  3M 675563,LEGRAND MYLINC,Nos,254,60,101.6
LEGRAND MYLINC WH PLATE  4M 675564,LEGRAND MYLINC,Nos,282,60,112.8
LEGRAND MYLINC WH PLATE  6M 675566,LEGRAND MYLINC,Nos,350,60,140
LEGRAND MYLINC WH PLATE  8M HZ 675567,LEGRAND MYLINC,Nos,450,60,180
LEGRAND MYLINC WH PLATE  8M SQ 675568,LEGRAND MYLINC,Nos,458,60,183.2
LEGRAND MYLINC WH PLATE  9M 675569,LEGRAND MYLINC,Nos,538,60,215.2
LEGRAND MYLINC WH PLATE 12M 675572,LEGRAND MYLINC,Nos,660,60,264
LEGRAND MYLINC WH PLATE 16M 675573,LEGRAND MYLINC,Nos,770,60,308
LEGRAND MYLINC WH PLATE 18M 675578,LEGRAND MYLINC,Nos,1030,60,412
LEGRAND MYLINC WH REMOTE UNIT 4M 675975,LEGRAND MYLINC,Nos,5370,60,2148
LEGRAND MYLINC WH SKRT LIGHT 2M 675976,LEGRAND MYLINC,Nos,696,60,278.4
LEGRAND MYLINC WH SKRT LIGHT 3M 675597,LEGRAND MYLINC,Nos,1044,60,417.6
LEGRAND MYLINC WH SOCKET  6A UNI 675552,LEGRAND MYLINC,Nos,337,60,134.8
LEGRAND MYLINC WH SOCKET  6A-3P 675551,LEGRAND MYLINC,Nos,310,60,124
LEGRAND MYLINC WH SOCKET 16A 675555,LEGRAND MYLINC,Nos,476,60,190.4
LEGRAND MYLINC WH SOCKET M. STAND 675554,LEGRAND MYLINC,Nos,412,60,164.8
LEGRAND MYLINC WH STARTER 16A 2M 675965,LEGRAND MYLINC,Nos,848,60,339.2
LEGRAND MYLINC WH SWITCH  6A  675501,LEGRAND MYLINC,Nos,112,60,44.8
